"gamma_v","variant","rep","N","lmm_auc","lmm_slope","lmm_intercept","lmm_nb10","lmm_nb20","gbm_auc","gbm_slope","gbm_intercept","gbm_nb10","gbm_nb20","lmm_coverage_slope","gbm_coverage_slope","mean_visits","prevalence","gbm_wins_auc"
0,"treatment",1,300,0.806456150221535,1.00000000072802,-2.79554030012136e-10,0.781481481481481,0.756666666666667,0.80786271889725,1.00000000533362,-2.34624840708969e-09,0.781851851851852,0.7575,1,1,6.23666666666667,0.803333333333333,1
0,"treatment",2,300,0.767741517741518,1.00000000000877,-4.00744876264509e-12,0.755555555555556,0.725833333333333,0.768000518000518,1.00000000001362,-6.74944019890106e-12,0.755555555555556,0.726666666666667,1,1,5.82666666666667,0.78,1
0,"treatment",3,300,0.797819200779727,0.999999999998402,1.35660038289265e-12,0.733703703703704,0.703333333333333,0.79708820662768,1.00000000141323,-6.2219329630429e-10,0.733703703703704,0.704166666666667,1,1,5.97333333333333,0.76,0
0,"treatment",4,300,0.818973800525271,1.00000000000659,-5.21763451986264e-13,0.752222222222222,0.724166666666667,0.820767407597207,1.00000000256999,-8.5940859098288e-10,0.752592592592593,0.7225,1,1,6.12,0.776666666666667,1
0,"treatment",5,300,0.863974281695801,1,-6.12401729316135e-16,0.767037037037037,0.735833333333333,0.864644029200991,1.00000000000068,-1.93462705727462e-13,0.767037037037037,0.736666666666667,1,1,6.32,0.79,1
0,"treatment",6,300,0.820987654320988,1.00000000107416,-7.75729438786749e-10,0.801111111111111,0.779166666666667,0.823998795543511,0.999999967013844,2.02199170812113e-08,0.801111111111111,0.778333333333333,1,1,5.60333333333333,0.82,1
0,"treatment",7,300,0.739200321478802,1,-2.84519089669659e-15,0.766666666666667,0.738333333333333,0.751925524077423,1.00000000004637,-3.64316626294726e-11,0.766666666666667,0.74,1,1,5.79666666666667,0.79,1
0,"treatment",8,300,0.810774453910704,1.00000000000479,-1.84406107159197e-12,0.752962962962963,0.720833333333333,0.815834988149382,1.00000000009396,-4.10353279071312e-11,0.752592592592593,0.720833333333333,1,1,6.23,0.776666666666667,1
0,"treatment",9,300,0.752292253266912,1.00000000000732,-5.18886823999182e-12,0.788888888888889,0.7625,0.777777777777778,1.00000001727137,-1.04172852164617e-08,0.788888888888889,0.763333333333333,1,1,6.21666666666667,0.81,1
0,"treatment",10,300,0.722497764045857,1.00000000000011,-9.56070913194989e-14,0.818518518518519,0.795833333333333,0.723961297666477,1.00000000002458,-2.24219759434695e-11,0.818518518518519,0.795833333333333,1,1,5.97666666666667,0.836666666666667,1
0,"treatment",11,300,0.741332020535903,1.00000000000002,-1.3893315333473e-14,0.781481481481481,0.755,0.735846402700612,1.0000000000031,-2.28589236282561e-12,0.781481481481481,0.755,1,1,6.00666666666667,0.803333333333333,0
0,"treatment",12,300,0.773813336749728,1.00000000000006,-2.9532084645951e-14,0.751851851851852,0.720833333333333,0.780987765037474,1.00000000001961,-1.0123847322142e-11,0.751851851851852,0.720833333333333,1,1,6.04,0.776666666666667,1
0,"treatment",13,300,0.840589127138835,1.0000000014091,-2.90658991730267e-10,0.788888888888889,0.764166666666667,0.84131109667172,0.999999970334497,9.05290301779729e-09,0.788888888888889,0.764166666666667,1,1,6.14,0.81,1
0,"treatment",14,300,0.776645768025078,1.00000000001146,-5.44526029019117e-12,0.785185185185185,0.759166666666667,0.784055286406384,1.00000000113162,-7.01174779269476e-10,0.785185185185185,0.760833333333333,1,1,6.02333333333333,0.806666666666667,1
0,"treatment",15,300,0.786864564007421,1.0000000000488,-2.84200083768849e-11,0.796296296296296,0.771666666666667,0.789239332096475,1.00000000005508,-3.09895530049044e-11,0.796296296296296,0.773333333333333,1,1,6.02,0.816666666666667,1
0,"treatment",16,300,0.751724599825866,1.00000000000006,-3.42606257156029e-14,0.766666666666667,0.738333333333333,0.75071997856808,1.00000000002191,-1.40410873536945e-11,0.766666666666667,0.7375,1,1,6.18,0.79,0
0,"treatment",17,300,0.788466631355932,1.00000000000169,-6.78100287315342e-13,0.763333333333333,0.735,0.800251588983051,1.00000000034651,-1.55409886311583e-10,0.763333333333333,0.731666666666667,1,1,6.16666666666667,0.786666666666667,1
0,"treatment",18,300,0.805357013934012,1.00000000004075,-1.7086719945002e-11,0.788888888888889,0.761666666666667,0.816619738647029,0.99999999282392,4.85168367131923e-09,0.788888888888889,0.761666666666667,1,1,5.95666666666667,0.81,1
0,"treatment",19,300,0.794782608695652,1.00000000000029,-1.25412453878435e-13,0.740740740740741,0.711666666666667,0.799689440993789,1.00000000053179,-1.82455583068111e-10,0.740740740740741,0.708333333333333,1,1,5.98333333333333,0.766666666666667,1
0,"treatment",20,300,0.779563210227273,1.00000000035721,-2.51193830368663e-10,0.837037037037037,0.816666666666667,0.787642045454545,1.00000001554425,-1.08747014327754e-08,0.837037037037037,0.816666666666667,1,1,6.01333333333333,0.853333333333333,1
0.8,"outcome",1,300,0.694492077645929,0.999999984836967,1.19824999026839e-08,0.774074074074074,0.745833333333333,0.688798957404486,0.999999982638801,1.33052430286637e-08,0.774074074074074,0.745833333333333,1,1,7.02333333333333,0.796666666666667,0
0.8,"outcome",2,300,0.805093167701863,1.00000001423447,-4.58427099300849e-09,0.740740740740741,0.705833333333333,0.82,0.999999992155581,3.57186385093104e-09,0.737777777777778,0.709166666666667,1,1,7.91333333333333,0.766666666666667,1
0.8,"outcome",3,300,0.783175122749591,1.00000000093299,-4.10989496334668e-10,0.759259259259259,0.729166666666667,0.793126022913257,1.00000001870423,-9.06468813732204e-09,0.759259259259259,0.731666666666667,1,1,7.85333333333333,0.783333333333333,1
0.8,"outcome",4,300,0.763487940630798,1.00000000000421,-2.20941953382571e-12,0.796296296296296,0.770833333333333,0.766233766233766,1.00000000001767,-9.92820336378961e-12,0.796296296296296,0.770833333333333,1,1,8.71,0.816666666666667,1
0.8,"outcome",5,300,0.759875776397516,1.00000000061248,-2.95538836943053e-10,0.741111111111111,0.709166666666667,0.758944099378882,1.00000000074411,-3.46408123675519e-10,0.741111111111111,0.709166666666667,1,1,6.93666666666667,0.766666666666667,0
0.8,"outcome",6,300,0.797315875613748,1.00000000017619,-4.5770171063075e-11,0.759259259259259,0.729166666666667,0.802291325695581,1.00000002695359,-1.37166185022406e-08,0.759259259259259,0.730833333333333,1,1,7.68,0.783333333333333,1
0.8,"outcome",7,300,0.808834625145758,1.00000000000059,-2.71980938811189e-13,0.774074074074074,0.745833333333333,0.812744358323616,1.00000000000135,-6.26801598694132e-13,0.774074074074074,0.745833333333333,1,1,7.39,0.796666666666667,1
0.8,"outcome",8,300,0.816400683955543,0.999999989747057,5.35122069401272e-09,0.785185185185185,0.759166666666667,0.816970646907951,0.999999989557459,5.48204367406329e-09,0.785185185185185,0.759166666666667,1,1,7.52666666666667,0.806666666666667,1
0.8,"outcome",9,300,0.815880160348829,1.00000000000154,-7.38697054578702e-13,0.781481481481481,0.754166666666667,0.820099866375976,1.00000000000673,-3.11317422327372e-12,0.781481481481481,0.755833333333333,1,1,7.89333333333333,0.803333333333333,1
0.8,"outcome",10,300,0.815138888888889,1.00000002113172,-9.15080183475016e-09,0.777777777777778,0.75,0.817013888888889,1.00000003183951,-1.44713462942216e-08,0.777777777777778,0.7475,1,1,7.74,0.8,1
0.8,"outcome",11,300,0.793543543543544,1.00000000000751,-1.38196041294353e-12,0.711851851851852,0.674166666666667,0.804862554862555,1.00000000202107,-6.6125456392044e-10,0.708518518518519,0.674166666666667,1,1,7.45333333333333,0.74,1
0.8,"outcome",12,300,0.847014655981518,0.999999976442017,9.56913058522042e-09,0.789259259259259,0.7625,0.849108367626886,0.999999967063869,1.24688591290882e-08,0.789259259259259,0.7625,1,1,7.87333333333333,0.81,1
0.8,"outcome",13,300,0.755027984500892,1.0000000000094,-4.02330315854146e-12,0.737037037037037,0.704166666666667,0.758779752752322,1.00000000000719,-2.98447134212502e-12,0.737037037037037,0.705,1,1,8.16666666666667,0.763333333333333,1
0.8,"outcome",14,300,0.846822456540325,1.0000000000521,-1.88973711273984e-11,0.785185185185185,0.7575,0.846537475064121,1.00000000004924,-1.8955557220358e-11,0.785925925925926,0.761666666666667,1,1,7.39333333333333,0.806666666666667,0
0.8,"outcome",15,300,0.784639036576773,1.0000000368589,-1.64754535807086e-08,0.751851851851852,0.721666666666667,0.786816988021267,0.999999979252286,9.47015341844441e-09,0.751851851851852,0.721666666666667,1,1,7.56666666666667,0.776666666666667,1
0.8,"outcome",16,300,0.735930735930736,1.00000000001099,-6.56011545467339e-12,0.744444444444444,0.7125,0.735428822385344,1.0000000001407,-8.48424473470039e-11,0.744444444444444,0.7125,1,1,7.04,0.77,0
0.8,"outcome",17,300,0.776252319109462,0.999999973843197,1.81897858432572e-08,0.796296296296296,0.770833333333333,0.796141001855288,0.999999973858364,1.52666869524306e-08,0.796296296296296,0.770833333333333,1,1,6.98666666666667,0.816666666666667,1
0.8,"outcome",18,300,0.765625,1.00000000000148,-1.33308122928285e-12,0.837037037037037,0.816666666666667,0.783469460227273,1.00000000000202,-1.6313252676259e-12,0.837037037037037,0.816666666666667,1,1,6.90333333333333,0.853333333333333,1
0.8,"outcome",19,300,0.79886945229547,1.00000000000066,-3.8724806031356e-13,0.803703703703704,0.779166666666667,0.804751355893362,1.00000000000145,-8.360645278814e-13,0.803703703703704,0.779166666666667,1,1,7.85,0.823333333333333,1
0.8,"outcome",20,300,0.801083138173302,1.00000000000375,-2.18894166544449e-12,0.792592592592593,0.766666666666667,0.823331381733021,1.00000284690421,-2.55606947822234e-06,0.792592592592593,0.756666666666667,1,1,7.5,0.813333333333333,1
0.8,"treatment",1,300,0.728439385837598,1.00000000000005,-3.47094480100937e-14,0.803703703703704,0.779166666666667,0.733022687342449,1.00000000006231,-5.44375436342777e-11,0.803703703703704,0.78,1,1,7.95,0.823333333333333,1
0.8,"treatment",2,300,0.795337489834644,1.00000000254729,-1.09464228697081e-09,0.77037037037037,0.741666666666667,0.818040119273516,0.999999995200498,2.26439674611401e-09,0.770740740740741,0.744166666666667,1,1,7.99666666666667,0.793333333333333,1
0.8,"treatment",3,300,0.783665105386417,1.00000000722692,-3.50530893011075e-09,0.792592592592593,0.768333333333333,0.789812646370023,0.999999997316192,1.60272006656703e-09,0.792962962962963,0.768333333333333,1,1,7.67666666666667,0.813333333333333,1
0.8,"treatment",4,300,0.802674949290061,1.00000000498726,-1.71543938748395e-09,0.748148148148148,0.7175,0.810725152129817,1.0000000125564,-4.37743278149247e-09,0.748148148148148,0.7175,1,1,7.28333333333333,0.773333333333333,1
0.8,"treatment",5,300,0.750054147714966,1.00000000019839,-1.25947743354653e-10,0.788888888888889,0.7625,0.756985055230669,1.0000000002552,-1.57680869695553e-10,0.788888888888889,0.7625,1,1,7.54,0.81,1
0.8,"treatment",6,300,0.812645052394683,1.00000001695263,-7.32226298379028e-09,0.781851851851852,0.7525,0.817005415289402,0.999999994945397,2.64260739670332e-09,0.781851851851852,0.755833333333333,1,1,7.12333333333333,0.803333333333333,1
0.8,"treatment",7,300,0.758064516129032,1.00000000000657,-3.3923906679329e-12,0.77037037037037,0.741666666666667,0.762876118189211,1.00000000000346,-1.58233292802056e-12,0.77037037037037,0.7425,1,1,6.95,0.793333333333333,1
0.8,"treatment",8,300,0.808370421088668,1.00000000032813,-2.39006822021342e-10,0.82962962962963,0.809166666666667,0.808370421088668,1.00000000048677,-3.55361108082009e-10,0.82962962962963,0.809166666666667,1,1,7.83333333333333,0.846666666666667,0
0.8,"treatment",9,300,0.738673941798942,0.999999985175278,1.37434677271932e-08,0.822222222222222,0.8,0.781415343915344,0.999999996080781,2.95452661490504e-09,0.822222222222222,0.8,1,1,7.65666666666667,0.84,1
0.8,"treatment",10,300,0.813740694789082,1.00000000000053,-2.66731431360235e-13,0.807407407407407,0.784166666666667,0.816842431761787,1.00000000000644,-3.45603337839627e-12,0.807407407407407,0.784166666666667,1,1,7.7,0.826666666666667,1
0.8,"treatment",11,300,0.826532573185574,1.00000000002308,-7.27080117444928e-12,0.751851851851852,0.724166666666667,0.830055729934021,1.00000000004249,-1.26970947679352e-11,0.751851851851852,0.7225,1,1,7.24333333333333,0.776666666666667,1
0.8,"treatment",12,300,0.774671052631579,1.00000000000405,-1.22447453300648e-12,0.733333333333333,0.6975,0.777351364522417,1.00000000000306,-8.67478472022895e-13,0.733333333333333,0.698333333333333,1,1,7.53333333333333,0.76,1
0.8,"treatment",13,300,0.769513888888889,1.00000000090919,-5.20952221525774e-10,0.777777777777778,0.75,0.77625,0.999999992969484,4.14820922303478e-09,0.777777777777778,0.75,1,1,8.07,0.8,1
0.8,"treatment",14,300,0.758417508417508,1.00000000493484,-2.83905417192728e-09,0.755555555555556,0.725,0.768712768712769,1.00000000442358,-2.38812969205921e-09,0.755555555555556,0.725,1,1,7.91666666666667,0.78,1
0.8,"treatment",15,300,0.783591780612635,1.00000002219948,-1.32031247462628e-08,0.803703703703704,0.779166666666667,0.803605530517149,1.00000001086855,-5.3811024030651e-09,0.803703703703704,0.781666666666667,1,1,7.46666666666667,0.823333333333333,1
0.8,"treatment",16,300,0.789717348927875,1.00000000163892,-4.37610655381751e-10,0.733703703703704,0.701666666666667,0.795199805068226,1.00000001149852,-3.89757270357384e-09,0.733703703703704,0.700833333333333,1,1,7.47666666666667,0.76,1
0.8,"treatment",17,300,0.748594576719577,1.00000001114233,-1.05056390174887e-08,0.822222222222222,0.8,0.749090608465608,1.00000001057472,-9.90681895269321e-09,0.822222222222222,0.8,1,1,8.13,0.84,1
0.8,"treatment",18,300,0.786513609125695,1.00000000000051,-3.2402645119386e-13,0.788888888888889,0.7625,0.799292469857772,1.00000000000121,-7.33720674452465e-13,0.788888888888889,0.759166666666667,1,1,7.85,0.81,1
0.8,"treatment",19,300,0.801285915209966,1.00000001658373,-6.41123622129317e-09,0.766666666666667,0.74,0.814145067309624,1.00000003132109,-1.21428974429326e-08,0.767037037037037,0.735833333333333,1,1,7.62333333333333,0.79,1
0.8,"treatment",20,300,0.833074333074333,1.0000000000361,-1.08906833249273e-11,0.755555555555556,0.725833333333333,0.832297332297332,1.00000000009816,-3.06952759422953e-11,0.755555555555556,0.725833333333333,1,1,7.89,0.78,0
